X,r_mode,U_proper,U_coord,q,E,packet_max_norm,packet_fail_points,packet_max_gtt,edge_max_gtt,edge_fail_points,release_packet_max_norm,rho_H_packet_p95_abs,j_packet_p95_abs,rho_H_edge_p95_abs,j_edge_p95_abs,R3_packet_p95_abs,K_packet_p95_abs,label
-0.35,always_open,4.994280426816134,0.624285891670533,0.9999998874648379,0.9999724643088854,-209944.22632429193,0,-81653.38991336705,-17.946742679982847,0,197.78328488582338,0.16959784113592685,2.945944345950611e-06,0.13172838440597995,0.06546359526645533,8.52491628376291,0.007524214516921887,slice_Xm0p350_always_open
-0.15,always_open,4.947767075996129,0.6184709185147966,0.9999991684719723,0.9997965730219448,-305738.22566484945,0,-86387.09060257039,-17.954601484931512,0,,0.18436479836636507,1.0591361177902767e-07,0.13172838475697216,2.0824114427003137e-06,9.267185131556328,0.006813078028085341,slice_Xm0p150_always_open
0.04999999999999999,always_open,4.560023300671403,0.5700029131225781,0.9999938558253978,0.998498817743263,-278448.585281515,0,-123675.7097444564,-17.954326025390458,0,,0.19106288916941674,9.797901010950144e-08,0.13172838735040568,1.6264674766383948e-08,9.603864606081046,0.006581909301074288,slice_Xp0p050_always_open
0.25,always_open,2.75,0.3437501237654831,0.9999546021312975,0.9890130573694068,-326468.1281510856,0,-256623.5065498409,-17.952290818523146,0,,0.17020837263781277,5.7234514762915885e-08,0.13172840651297554,0.0004319820463549323,8.555605968934826,0.0032106028338083404,slice_Xp0p250_always_open
0.44999999999999996,always_open,0.939976699328597,0.1174975202523491,0.9996646498695335,0.9241418199787564,-12.69007718403855,0,-17.789108391384318,-17.789108391384318,0,-12.69007718403855,0.16124068891149837,0.024864325977550228,0.1317285480649723,0.02486432597755024,8.104841018311593,19.311420872820502,slice_Xp0p450_always_open
0.6499999999999999,always_open,0.5522329240038707,0.06903020104191612,0.9975273768433652,0.6224593312018547,-0.6957815075874538,0,-1.000879800132075,-17.77791668853067,0,-16.01223413716298,0.1374864322747409,0.008554103149927621,0.1317295917637007,0.008554103149927628,6.910816642813007,7.655214637572145,slice_Xp0p650_always_open
0.85,always_open,0.5057195731838661,0.0632178464523338,0.9820137900379085,0.1824255238063563,-0.7442861781555963,0,-1.0000000008584786,-17.042436718416287,0,-15.210640509266247,0.11601563119886973,0.0022089105917582038,0.1317371831170916,0.002208910591758205,5.831581597439142,1.9455758947304636,slice_Xp0p850_always_open
1.0499999999999998,always_open,0.5006205220640736,0.06258425371151347,0.8807970779778826,0.02931223075135636,-0.7493861209227646,0,-1.000000000000003,-12.725449536537015,0,-11.161694688916032,0.09655141325637995,0.00016983719936066108,0.13178724171314193,0.0001698371993606612,4.853203369279287,0.158320752984453,slice_Xp1p050_always_open
1.25,always_open,0.5000672530182424,0.0625217861801518,0.5,0.004070137715896094,-0.7498857633264738,0,-1.0,-4.2372921305700215,0,,0.07625044667169222,2.4824204755301904e-07,0.1319480799277575,0.0002271570818102016,3.832765489547657,5.13478444375853e-05,slice_Xp1p250_always_open
1.45,always_open,0.5000072881737615,0.06252512514971792,0.11920292202211763,0.000552778636923601,-0.7498729017277916,0,-1.0,-1.4109172422624068,0,,0.06433069577226073,4.3351305203006575e-12,0.13131004814001204,0.00040155540698806976,3.2336134598152686,8.878149327926904e-10,slice_Xp1p450_always_open
-0.35,delayed_close,4.994280426816134,0.624285891670533,0.9999998874648379,0.9999724643088854,-209944.22632429193,0,-81653.38991336705,-17.946742679982847,0,197.78328488582338,0.16959784113592685,2.945944345950611e-06,0.13172838440597995,0.06546359526645533,8.52491628376291,0.007524214516921887,slice_Xm0p350_delayed_close
-0.15,delayed_close,4.947767075996129,0.6184709185147966,0.9999991684719723,0.9997965730219448,-305738.22566484945,0,-86387.09060257039,-17.954601484931512,0,,0.18436479836636507,1.0591361177902767e-07,0.13172838475697216,2.0824114427003137e-06,9.267185131556328,0.006813078028085341,slice_Xm0p150_delayed_close
0.04999999999999999,delayed_close,4.560023300671403,0.5700029131225781,0.9999938558253978,0.998498817743263,-278448.585281515,0,-123675.7097444564,-17.954326025390458,0,,0.19106288916941674,9.797901010950144e-08,0.13172838735040568,1.6264674766383948e-08,9.603864606081046,0.006581909301074288,slice_Xp0p050_delayed_close
0.25,delayed_close,2.75,0.3437501237654831,0.9999546021312975,0.9890130573694068,-326468.1281510856,0,-256623.5065498409,-17.952290818523146,0,,0.17020837263781277,5.7234514762915885e-08,0.13172840651297554,0.0004319820463549323,8.555605968934826,0.0032106028338083404,slice_Xp0p250_delayed_close
0.44999999999999996,delayed_close,0.939976699328597,0.1174975202523491,0.9996646498695335,0.9241418199787564,-12.69007718403855,0,-17.789108391384318,-17.789108391384318,0,-12.69007718403855,0.16124068891149837,0.024864325977550228,0.1317285480649723,0.02486432597755024,8.104841018311593,19.311420872820502,slice_Xp0p450_delayed_close
0.6499999999999999,delayed_close,0.5522329240038707,0.06903020104191612,0.9975273768433652,0.6224593312018547,-0.6957815075874538,0,-1.000879800132075,-17.77791668853067,0,-16.01223413716298,0.1374864322747409,0.008554103149927621,0.1317295917637007,0.008554103149927628,6.910816642813007,7.655214637572145,slice_Xp0p650_delayed_close
0.85,delayed_close,0.5057195731838661,0.0632178464523338,0.9820137900379085,0.1824255238063563,-0.7442861781555963,0,-1.0000000008584786,-17.042436718416287,0,-15.210640509266247,0.11601563119886973,0.0022089105917582038,0.1317371831170916,0.002208910591758205,5.831581597439142,1.9455758947304636,slice_Xp0p850_delayed_close
1.0499999999999998,delayed_close,0.5006205220640736,0.06258425371151347,0.8807970779778826,0.02931223075135636,-0.7493861209227646,0,-1.000000000000003,-12.725449536537015,0,-11.161694688916032,0.09655141325637995,0.00016983719936066108,0.13178724171314193,0.0001698371993606612,4.853203369279287,0.158320752984453,slice_Xp1p050_delayed_close
1.25,delayed_close,0.5000672530182424,0.0625217861801518,0.5,0.004070137715896094,-0.7498857633264738,0,-1.0,-4.2372921305700215,0,,0.07625044667169222,2.4824204755301904e-07,0.1319480799277575,0.0002271570818102016,3.832765489547657,5.13478444375853e-05,slice_Xp1p250_delayed_close
1.45,delayed_close,0.5000072881737615,0.06252512514971792,0.11920292202211763,0.000552778636923601,-0.7498729017277916,0,-1.0,-1.4109172422624068,0,,0.06433069577226073,4.3351305203006575e-12,0.13131004814001204,0.00040155540698806976,3.2336134598152686,8.878149327926904e-10,slice_Xp1p450_delayed_close
